Soil Moisture,Temperature,Time,Wind speed (Km/h),Air humidity (%),rainfall,Soil Type,Crop Type,Irrigation_Needed
11,2,69,9.53,61.31,94.86762427,1,4,0
22,9,3,9.53,61.31,94.86762427,0,4,0
17,42,79,9.53,61.31,94.86762427,1,2,1
70,20,66,9.53,61.31,94.86762427,1,2,0
36,35,55,9.53,61.31,94.86762427,2,2,1
23,27,74,9.53,61.31,94.86762427,3,2,1
45,33,69,9.53,61.31,94.86762427,2,1,0
75,42,76,9.53,61.31,94.86762427,0,1,0
74,3,74,9.53,61.31,94.86762427,3,2,0
65,40,27,9.53,61.31,94.86762427,1,2,0
36,24,48,9.53,61.31,94.86762427,1,0,1
20,13,36,9.53,61.31,94.86762427,0,1,0
80,10,76,9.53,61.31,94.86762427,3,0,0
49,10,30,9.53,61.31,94.86762427,0,0,0
25,10,61,9.53,61.31,94.86762427,0,3,0
48,15,62,9.53,61.31,94.86762427,2,4,0
46,5,102,9.53,61.31,94.86762427,0,1,0
69,10,62,9.53,61.31,94.86762427,3,2,0
19,20,79,9.53,61.31,94.86762427,0,2,0
41,3,18,9.53,61.31,94.86762427,3,4,0
72,17,10,9.53,61.31,94.86762427,1,1,0
52,25,74,9.53,61.31,94.86762427,0,2,0
45,19,84,9.53,61.31,94.86762427,3,2,0
66,34,47,9.53,61.31,94.86762427,1,3,0
38,39,11,9.53,61.31,94.86762427,3,0,1
45,31,20,9.53,61.31,94.86762427,1,2,0
28,16,102,9.53,61.31,94.86762427,2,1,0
73,19,7,9.53,61.31,94.86762427,0,4,0
42,13,101,9.53,61.31,94.86762427,0,3,0
65,24,52,9.53,61.31,94.86762427,1,1,0
68,32,93,9.53,61.31,94.86762427,2,3,0
55,24,109,9.53,61.31,94.86762427,3,0,0
52,20,10,9.53,61.31,94.86762427,2,2,0
56,4,52,9.53,61.31,94.86762427,3,1,0
32,23,66,9.53,61.31,94.86762427,3,4,1
78,14,67,9.53,61.31,94.86762427,0,0,0
16,32,31,9.53,61.31,94.86762427,1,0,1
58,18,54,9.53,61.31,94.86762427,0,3,0
6,32,100,9.53,61.31,94.86762427,0,0,1
47,20,73,9.53,61.31,94.86762427,0,1,0
74,31,5,9.53,61.31,94.86762427,3,3,0
63,25,94,9.53,61.31,94.86762427,0,0,0
57,7,34,9.53,61.31,94.86762427,3,4,0
89,3,101,9.53,61.31,94.86762427,1,1,0
33,35,93,9.53,61.31,94.86762427,0,2,1
23,25,24,9.53,61.31,94.86762427,1,1,1
81,1,77,9.53,61.31,94.86762427,1,3,0
70,11,99,9.53,61.31,94.86762427,0,0,0
72,4,95,9.53,61.31,94.86762427,0,0,0
8,45,47,9.53,61.31,94.86762427,1,3,1
85,36,16,9.53,61.31,94.86762427,1,1,0
60,38,64,9.53,61.31,94.86762427,0,1,0
58,25,6,9.53,61.31,94.86762427,3,1,0
9,28,11,9.53,61.31,94.86762427,0,0,1
85,37,39,9.53,61.31,94.86762427,1,2,0
14,37,90,9.53,61.31,94.86762427,1,1,1
47,25,53,9.53,61.31,94.86762427,1,0,0
10,13,75,9.53,61.31,94.86762427,0,0,0
12,15,20,9.53,61.31,94.86762427,1,2,0
13,15,48,9.53,61.31,94.86762427,3,3,0
16,29,53,9.53,61.31,94.86762427,2,3,1
45,33,16,9.53,61.31,94.86762427,3,1,0
63,12,99,9.53,61.31,94.86762427,0,1,0
12,18,108,9.53,61.31,94.86762427,1,2,0
41,36,109,9.53,61.31,94.86762427,0,1,0
18,16,39,9.53,61.31,94.86762427,2,2,0
66,35,43,9.53,61.31,94.86762427,0,0,0
17,33,1,9.53,61.31,94.86762427,1,1,1
42,37,30,9.53,61.31,94.86762427,2,0,0
48,5,70,9.53,61.31,94.86762427,2,4,0
71,33,27,9.53,61.31,94.86762427,1,2,0
42,28,1,9.53,61.31,94.86762427,1,4,0
42,3,42,9.53,61.31,94.86762427,1,1,0
86,39,40,9.53,61.31,94.86762427,0,0,0
25,22,107,9.53,61.31,94.86762427,3,1,1
52,39,82,9.53,61.31,94.86762427,0,4,0
29,11,64,9.53,61.31,94.86762427,0,1,0
51,3,101,9.53,61.31,94.86762427,3,3,0
9,16,20,9.53,61.31,94.86762427,1,4,0
14,44,2,9.53,61.31,94.86762427,1,1,1
58,9,72,9.53,61.31,94.86762427,3,0,0
15,22,4,9.53,61.31,94.86762427,3,1,1
71,25,26,9.53,61.31,94.86762427,0,0,0
49,44,51,9.53,61.31,94.86762427,2,3,0
71,3,94,9.53,61.31,94.86762427,3,1,0
43,32,54,9.53,61.31,94.86762427,0,3,0
87,37,45,9.53,61.31,94.86762427,2,4,0
85,44,76,9.53,61.31,94.86762427,1,0,0
69,25,104,9.53,61.31,94.86762427,1,4,0
37,26,27,9.53,61.31,94.86762427,0,0,1
58,29,58,9.53,61.31,94.86762427,0,3,0
23,44,48,9.53,61.31,94.86762427,3,2,1
4,26,56,9.53,61.31,94.86762427,1,1,1
2,27,43,9.53,61.31,94.86762427,0,3,1
9,7,60,9.53,61.31,94.86762427,1,0,0
7,22,32,9.53,61.31,94.86762427,1,0,1
59,45,89,9.53,61.31,94.86762427,3,0,0
32,0,37,9.53,61.31,94.86762427,2,0,0
85,42,36,9.53,61.31,94.86762427,3,1,0
45,34,26,9.53,61.31,94.86762427,0,4,0
65,37,85,9.53,61.31,94.86762427,3,2,0
35,6,102,9.53,61.31,94.86762427,3,1,0
65,2,101,9.53,61.31,94.86762427,1,0,0
53,1,48,9.53,61.31,94.86762427,3,1,0
50,17,74,9.53,61.31,94.86762427,0,3,0
41,27,26,9.53,61.31,94.86762427,2,0,0
84,22,83,9.53,61.31,94.86762427,3,2,0
75,8,107,9.53,61.31,94.86762427,3,0,0
15,21,43,9.53,61.31,94.86762427,2,2,1
65,36,32,9.53,61.31,94.86762427,0,2,0
62,33,82,9.53,61.31,94.86762427,0,4,0
87,7,25,9.53,61.31,94.86762427,3,4,0
5,28,10,9.53,61.31,94.86762427,1,1,1
15,21,29,9.53,61.31,94.86762427,3,1,1
76,44,41,9.53,61.31,94.86762427,2,2,0
13,36,92,9.53,61.31,94.86762427,2,0,1
75,19,52,9.53,61.31,94.86762427,2,3,0
59,36,62,9.53,61.31,94.86762427,3,3,0
3,38,51,9.53,61.31,94.86762427,3,0,1
72,24,8,9.53,61.31,94.86762427,0,0,0
88,34,54,9.53,61.31,94.86762427,1,4,0
25,40,14,9.53,61.31,94.86762427,3,3,1
67,17,43,9.53,61.31,94.86762427,0,2,0
64,9,60,9.53,61.31,94.86762427,3,1,0
78,27,64,9.53,61.31,94.86762427,0,4,0
21,6,21,9.53,61.31,94.86762427,0,3,0
47,30,33,9.53,61.31,94.86762427,1,0,0
62,34,102,9.53,61.31,94.86762427,3,3,0
76,13,30,9.53,61.31,94.86762427,0,2,0
70,7,26,9.53,61.31,94.86762427,2,4,0
15,23,51,9.53,61.31,94.86762427,2,0,1
70,23,68,9.53,61.31,94.86762427,2,2,0
75,30,55,9.53,61.31,94.86762427,1,1,0
83,6,107,9.53,61.31,94.86762427,0,4,0
52,15,99,9.53,61.31,94.86762427,1,2,0
44,42,91,9.53,61.31,94.86762427,3,2,0
77,7,43,9.53,61.31,94.86762427,3,0,0
35,15,11,9.53,61.31,94.86762427,0,1,0
69,15,49,9.53,61.31,94.86762427,2,2,0
61,25,0,9.53,61.31,94.86762427,0,4,0
36,22,98,9.53,61.31,94.86762427,0,2,1
52,4,36,9.53,61.31,94.86762427,0,3,0
9,2,61,9.53,61.31,94.86762427,1,4,0
59,28,38,9.53,61.31,94.86762427,3,4,0
14,39,92,9.53,61.31,94.86762427,0,2,1
9,43,5,9.53,61.31,94.86762427,0,0,1
69,30,25,9.53,61.31,94.86762427,0,4,0
5,5,96,9.53,61.31,94.86762427,1,3,0
52,41,97,9.53,61.31,94.86762427,1,0,0
25,19,75,9.53,61.31,94.86762427,1,0,0
75,44,24,9.53,61.31,94.86762427,0,0,0
61,3,60,9.53,61.31,94.86762427,2,4,0
35,6,24,9.53,61.31,94.86762427,2,0,0
66,36,65,9.53,61.31,94.86762427,2,2,0
81,13,59,9.53,61.31,94.86762427,3,0,0
77,11,30,9.53,61.31,94.86762427,0,3,0
89,36,58,9.53,61.31,94.86762427,2,1,0
36,17,40,9.53,61.31,94.86762427,2,3,0
72,1,56,9.53,61.31,94.86762427,2,4,0
89,19,52,9.53,61.31,94.86762427,0,0,0
50,25,52,9.53,61.31,94.86762427,2,0,0
51,45,18,9.53,61.31,94.86762427,2,2,0
22,9,85,9.53,61.31,94.86762427,0,0,0
60,28,18,9.53,61.31,94.86762427,3,3,0
56,9,0,9.53,61.31,94.86762427,1,4,0
44,34,103,9.53,61.31,94.86762427,2,1,0
72,5,72,9.53,61.31,94.86762427,1,0,0
4,30,8,9.53,61.31,94.86762427,3,1,1
37,7,106,9.53,61.31,94.86762427,3,0,0
3,27,36,9.53,61.31,94.86762427,2,4,1
33,24,56,9.53,61.31,94.86762427,0,3,1
30,0,105,9.53,61.31,94.86762427,3,4,0
29,41,9,9.53,61.31,94.86762427,1,1,1
69,25,8,9.53,61.31,94.86762427,1,0,0
81,40,99,9.53,61.31,94.86762427,1,1,0
10,43,8,9.53,61.31,94.86762427,1,3,1
69,15,66,9.53,61.31,94.86762427,3,4,0
7,30,14,9.53,61.31,94.86762427,2,1,1
52,15,73,9.53,61.31,94.86762427,2,1,0
8,17,92,9.53,61.31,94.86762427,1,3,0
25,36,59,9.53,61.31,94.86762427,2,0,1
65,39,92,9.53,61.31,94.86762427,1,1,0
14,3,76,9.53,61.31,94.86762427,1,3,0
52,24,21,9.53,61.31,94.86762427,0,0,0
22,14,10,9.53,61.31,94.86762427,3,0,0
6,42,110,9.53,61.31,94.86762427,3,4,1
1,6,77,9.53,61.31,94.86762427,1,3,0
36,4,65,9.53,61.31,94.86762427,3,0,0
9,26,13,9.53,61.31,94.86762427,2,4,1
36,37,89,9.53,61.31,94.86762427,1,2,1
34,1,47,9.53,61.31,94.86762427,0,3,0
49,2,22,9.53,61.31,94.86762427,2,2,0
27,34,31,9.53,61.31,94.86762427,0,0,1
83,19,62,9.53,61.31,94.86762427,0,3,0
31,16,42,9.53,61.31,94.86762427,3,4,0
57,25,2,9.53,61.31,94.86762427,3,0,0
19,0,67,9.53,61.31,94.86762427,1,3,0
61,45,40,9.53,61.31,94.86762427,3,3,0
75,45,65,9.53,61.31,94.86762427,0,2,0
30,35,61,9.53,61.31,94.86762427,0,0,1
87,44,68,9.53,61.31,94.86762427,2,4,0
49,25,75,9.53,61.31,94.86762427,0,4,0
32,17,16,9.53,61.31,94.86762427,1,0,0
25,26,17,9.53,61.31,94.86762427,1,0,1
43,1,53,9.53,61.31,94.86762427,3,1,0
66,12,34,9.53,61.31,94.86762427,3,2,0
88,25,2,9.53,61.31,94.86762427,3,0,0
48,34,91,9.53,61.31,94.86762427,1,0,0
38,31,58,9.53,61.31,94.86762427,0,1,1
66,13,27,9.53,61.31,94.86762427,3,1,0
40,7,95,9.53,61.31,94.86762427,2,3,0
3,5,4,9.53,61.31,94.86762427,3,4,0
82,38,107,9.53,61.31,94.86762427,1,2,0
72,4,63,9.53,61.31,94.86762427,3,3,0
59,44,99,9.53,61.31,94.86762427,0,0,0
17,35,49,9.53,61.31,94.86762427,3,1,1
22,3,57,9.53,61.31,94.86762427,1,4,0
40,13,80,9.53,61.31,94.86762427,1,3,0
31,26,56,9.53,61.31,94.86762427,2,4,1
52,1,102,9.53,61.31,94.86762427,1,1,0
24,21,78,9.53,61.31,94.86762427,2,3,1
30,16,61,9.53,61.31,94.86762427,0,3,0
57,14,109,9.53,61.31,94.86762427,1,4,0
85,30,96,9.53,61.31,94.86762427,3,1,0
4,11,16,9.53,61.31,94.86762427,0,0,0
16,22,14,9.53,61.31,94.86762427,3,3,1
80,0,12,9.53,61.31,94.86762427,3,0,0
48,11,103,9.53,61.31,94.86762427,3,1,0
80,26,105,9.53,61.31,94.86762427,0,3,0
85,5,50,9.53,61.31,94.86762427,0,3,0
1,6,22,9.53,61.31,94.86762427,1,0,0
17,18,73,9.53,61.31,94.86762427,3,2,0
1,20,19,9.53,61.31,94.86762427,2,0,0
90,21,89,9.53,61.31,94.86762427,1,0,0
62,41,39,9.53,61.31,94.86762427,0,2,0
27,16,93,9.53,61.31,94.86762427,2,1,0
49,8,64,9.53,61.31,94.86762427,0,1,0
80,6,84,9.53,61.31,94.86762427,2,3,0
63,5,76,9.53,61.31,94.86762427,1,4,0
65,19,57,9.53,61.31,94.86762427,2,4,0
56,40,54,9.53,61.31,94.86762427,1,3,0
38,9,80,9.53,61.31,94.86762427,0,4,0
46,39,104,9.53,61.31,94.86762427,2,0,0
76,30,63,9.53,61.31,94.86762427,3,0,0
25,34,85,9.53,61.31,94.86762427,3,2,1
48,44,5,9.53,61.31,94.86762427,0,2,0
13,33,51,9.53,61.31,94.86762427,2,3,1
54,38,93,9.53,61.31,94.86762427,3,3,0
5,10,18,9.53,61.31,94.86762427,1,3,0
29,3,27,9.53,61.31,94.86762427,2,0,0
69,28,12,9.53,61.31,94.86762427,2,4,0
64,25,106,9.53,61.31,94.86762427,3,3,0
74,25,30,9.53,61.31,94.86762427,1,3,0
41,16,90,9.53,61.31,94.86762427,1,0,0
30,1,36,9.53,61.31,94.86762427,1,0,0
24,29,43,9.53,61.31,94.86762427,2,0,1
54,9,71,9.53,61.31,94.86762427,0,4,0
62,26,77,9.53,61.31,94.86762427,2,3,0
76,1,9,9.53,61.31,94.86762427,2,1,0
9,19,70,9.53,61.31,94.86762427,3,1,0
36,4,5,9.53,61.31,94.86762427,0,3,0
12,2,70,9.53,61.31,94.86762427,1,3,0
11,19,76,9.53,61.31,94.86762427,3,3,0
6,1,88,9.53,61.31,94.86762427,2,3,0
29,24,47,9.53,61.31,94.86762427,0,4,1
69,35,10,9.53,61.31,94.86762427,1,1,0
53,7,4,9.53,61.31,94.86762427,1,2,0
21,44,31,9.53,61.31,94.86762427,2,1,1
25,16,110,9.53,61.31,94.86762427,1,1,0
36,3,48,9.53,61.31,94.86762427,1,0,0
88,41,50,9.53,61.31,94.86762427,0,3,0
35,12,91,9.53,61.31,94.86762427,3,3,0
62,7,50,9.53,61.31,94.86762427,0,3,0
51,40,65,9.53,61.31,94.86762427,3,0,0
19,0,68,9.53,61.31,94.86762427,3,4,0
58,18,25,9.53,61.31,94.86762427,3,4,0
37,1,83,9.53,61.31,94.86762427,1,2,0
68,15,80,9.53,61.31,94.86762427,0,4,0
48,5,10,9.53,61.31,94.86762427,1,4,0
48,10,23,9.53,61.31,94.86762427,2,3,0
73,8,4,9.53,61.31,94.86762427,0,1,0
16,13,45,9.53,61.31,94.86762427,3,4,0
30,22,20,9.53,61.31,94.86762427,1,4,1
9,8,38,9.53,61.31,94.86762427,1,0,0
63,36,44,9.53,61.31,94.86762427,0,2,0
15,27,40,9.53,61.31,94.86762427,0,0,1
34,29,48,9.53,61.31,94.86762427,3,3,1
49,31,93,9.53,61.31,94.86762427,3,1,0
71,11,93,9.53,61.31,94.86762427,2,2,0
1,20,66,9.53,61.31,94.86762427,3,0,0
61,43,94,9.53,61.31,94.86762427,1,4,0
25,5,54,9.53,61.31,94.86762427,2,4,0
10,19,33,9.53,61.31,94.86762427,2,2,0
5,16,99,9.53,61.31,94.86762427,2,4,0
87,26,72,9.53,61.31,94.86762427,0,0,0
85,23,65,9.53,61.31,94.86762427,3,0,0
77,45,25,9.53,61.31,94.86762427,2,4,0
85,39,97,9.53,61.31,94.86762427,0,4,0
30,40,77,9.53,61.31,94.86762427,0,3,1
19,19,98,9.53,61.31,94.86762427,2,1,0
83,9,77,9.53,61.31,94.86762427,2,2,0
77,11,61,9.53,61.31,94.86762427,1,0,0
54,18,56,9.53,61.31,94.86762427,2,2,0
67,12,8,9.53,61.31,94.86762427,1,3,0
23,41,8,9.53,61.31,94.86762427,2,0,1
41,30,22,9.53,61.31,94.86762427,2,3,0
87,8,99,9.53,61.31,94.86762427,3,3,0
57,18,45,9.53,61.31,94.86762427,2,4,0
78,33,45,9.53,61.31,94.86762427,2,2,0
51,9,25,9.53,61.31,94.86762427,1,2,0
40,40,6,9.53,61.31,94.86762427,1,4,0
6,45,4,9.53,61.31,94.86762427,3,2,1
45,8,24,9.53,61.31,94.86762427,2,4,0
41,30,84,9.53,61.31,94.86762427,2,0,0
30,33,7,9.53,61.31,94.86762427,1,3,1
22,42,32,9.53,61.31,94.86762427,0,3,1
19,25,49,9.53,61.31,94.86762427,0,2,1
66,12,30,9.53,61.31,94.86762427,0,1,0
64,10,54,9.53,61.31,94.86762427,1,3,0
79,31,31,9.53,61.31,94.86762427,1,4,0
27,26,41,9.53,61.31,94.86762427,0,1,1
69,20,92,9.53,61.31,94.86762427,0,1,0
42,31,35,9.53,61.31,94.86762427,2,3,0
27,12,94,9.53,61.31,94.86762427,1,3,0
40,28,99,9.53,61.31,94.86762427,1,3,0
72,15,80,9.53,61.31,94.86762427,0,4,0
34,13,39,9.53,61.31,94.86762427,0,1,0
66,42,25,9.53,61.31,94.86762427,3,2,0
34,6,86,9.53,61.31,94.86762427,1,4,0
19,44,42,9.53,61.31,94.86762427,3,0,1
15,45,6,9.53,61.31,94.86762427,2,3,1
27,30,104,9.53,61.31,94.86762427,3,1,1
78,42,41,9.53,61.31,94.86762427,0,4,0
6,21,48,9.53,61.31,94.86762427,1,0,1
54,34,11,9.53,61.31,94.86762427,1,4,0
3,22,15,9.53,61.31,94.86762427,3,4,1
28,2,23,9.53,61.31,94.86762427,3,2,0
36,39,63,9.53,61.31,94.86762427,2,2,1
61,23,68,9.53,61.31,94.86762427,2,4,0
59,37,14,9.53,61.31,94.86762427,0,0,0
45,12,78,9.53,61.31,94.86762427,0,1,0
50,11,24,9.53,61.31,94.86762427,0,1,0
74,35,41,9.53,61.31,94.86762427,3,3,0
41,13,98,9.53,61.31,94.86762427,3,3,0
11,36,87,9.53,61.31,94.86762427,1,1,1
31,1,24,9.53,61.31,94.86762427,0,4,0
47,13,34,9.53,61.31,94.86762427,3,4,0
37,38,48,9.53,61.31,94.86762427,1,2,1
1,42,7,9.53,61.31,94.86762427,0,2,1
88,40,39,9.53,61.31,94.86762427,2,3,0
33,10,19,9.53,61.31,94.86762427,2,1,0
69,35,0,9.53,61.31,94.86762427,3,4,0
69,35,84,9.53,61.31,94.86762427,1,1,0
83,1,20,9.53,61.31,94.86762427,2,0,0
20,21,24,9.53,61.31,94.86762427,1,1,1
15,35,94,9.53,61.31,94.86762427,1,0,1
20,3,98,9.53,61.31,94.86762427,2,2,0
9,23,77,9.53,61.31,94.86762427,1,2,1
80,28,78,9.53,61.31,94.86762427,2,3,0
60,16,50,9.53,61.31,94.86762427,3,1,0
17,30,31,9.53,61.31,94.86762427,0,1,1
29,38,9,9.53,61.31,94.86762427,0,0,1
57,12,55,9.53,61.31,94.86762427,3,2,0
6,32,6,9.53,61.31,94.86762427,2,0,1
48,30,7,9.53,61.31,94.86762427,2,2,0
72,20,28,9.53,61.31,94.86762427,2,0,0
30,14,8,9.53,61.31,94.86762427,2,2,0
7,3,32,9.53,61.31,94.86762427,3,0,0
21,26,63,9.53,61.31,94.86762427,0,2,1
63,4,32,9.53,61.31,94.86762427,1,0,0
32,39,39,9.53,61.31,94.86762427,1,1,1
73,45,64,9.53,61.31,94.86762427,0,3,0
52,25,89,9.53,61.31,94.86762427,3,0,0
3,18,71,9.53,61.31,94.86762427,1,3,0
23,22,11,9.53,61.31,94.86762427,0,1,1
30,5,35,9.53,61.31,94.86762427,3,1,0
17,30,78,9.53,61.31,94.86762427,1,2,1
84,32,82,9.53,61.31,94.86762427,2,3,0
39,37,10,9.53,61.31,94.86762427,2,4,1
15,18,101,9.53,61.31,94.86762427,3,2,0
20,18,68,9.53,61.31,94.86762427,2,3,0
5,13,9,9.53,61.31,94.86762427,3,0,0
50,19,61,9.53,61.31,94.86762427,0,0,0
64,3,54,9.53,61.31,94.86762427,0,1,0
7,29,27,9.53,61.31,94.86762427,1,4,1
56,27,22,9.53,61.31,94.86762427,3,0,0
40,33,29,9.53,61.31,94.86762427,1,3,0
62,36,4,9.53,61.31,94.86762427,1,3,0
89,27,74,9.53,61.31,94.86762427,0,0,0
88,22,14,9.53,61.31,94.86762427,1,3,0
64,34,105,9.53,61.31,94.86762427,2,3,0
52,25,29,9.53,61.31,94.86762427,1,1,0
58,45,31,9.53,61.31,94.86762427,3,4,0
59,10,100,9.53,61.31,94.86762427,2,1,0
47,29,18,9.53,61.31,94.86762427,0,4,0
31,34,38,9.53,61.31,94.86762427,3,3,1
89,21,89,9.53,61.31,94.86762427,2,4,0
72,24,19,9.53,61.31,94.86762427,3,3,0
60,3,50,9.53,61.31,94.86762427,2,3,0
23,16,24,9.53,61.31,94.86762427,3,1,0
18,21,74,9.53,61.31,94.86762427,3,1,1
3,23,10,9.53,61.31,94.86762427,2,2,1
81,6,62,9.53,61.31,94.86762427,0,0,0
52,12,78,9.53,61.31,94.86762427,0,2,0
29,5,31,9.53,61.31,94.86762427,3,2,0
22,19,94,9.53,61.31,94.86762427,3,4,0
33,40,38,9.53,61.31,94.86762427,0,3,1
79,44,47,9.53,61.31,94.86762427,0,3,0
4,29,78,9.53,61.31,94.86762427,1,3,1
14,23,98,9.53,61.31,94.86762427,0,0,1
64,12,95,9.53,61.31,94.86762427,3,4,0
35,37,37,9.53,61.31,94.86762427,2,4,1
19,39,20,9.53,61.31,94.86762427,0,3,1
46,32,73,9.53,61.31,94.86762427,1,2,0
53,36,76,9.53,61.31,94.86762427,1,0,0
80,42,14,9.53,61.31,94.86762427,1,2,0
5,35,14,9.53,61.31,94.86762427,2,1,1
59,11,65,9.53,61.31,94.86762427,0,4,0
89,27,44,9.53,61.31,94.86762427,0,4,0
87,7,84,9.53,61.31,94.86762427,0,2,0
2,26,106,9.53,61.31,94.86762427,2,0,1
56,25,42,9.53,61.31,94.86762427,2,4,0
35,31,84,9.53,61.31,94.86762427,3,2,1
27,11,77,9.53,61.31,94.86762427,1,0,0
84,21,48,9.53,61.31,94.86762427,1,2,0
7,19,30,9.53,61.31,94.86762427,0,0,0
4,42,68,9.53,61.31,94.86762427,2,3,1
76,41,15,9.53,61.31,94.86762427,2,0,0
4,9,26,9.53,61.31,94.86762427,0,1,0
75,5,62,9.53,61.31,94.86762427,0,3,0
62,33,15,9.53,61.31,94.86762427,3,2,0
10,25,110,9.53,61.31,94.86762427,1,3,1
54,6,60,9.53,61.31,94.86762427,1,3,0
78,17,12,9.53,61.31,94.86762427,1,2,0
8,35,24,9.53,61.31,94.86762427,3,2,1
36,44,40,9.53,61.31,94.86762427,0,1,1
49,2,80,9.53,61.31,94.86762427,0,2,0
83,8,94,9.53,61.31,94.86762427,1,4,0
13,5,104,9.53,61.31,94.86762427,1,4,0
86,40,10,9.53,61.31,94.86762427,3,1,0
64,16,92,9.53,61.31,94.86762427,2,0,0
75,24,72,9.53,61.31,94.86762427,2,0,0
47,27,25,9.53,61.31,94.86762427,1,4,0
73,31,12,9.53,61.31,94.86762427,3,2,0
49,6,66,9.53,61.31,94.86762427,1,1,0
60,31,41,9.53,61.31,94.86762427,2,0,0
13,34,107,9.53,61.31,94.86762427,1,0,1
84,16,48,9.53,61.31,94.86762427,2,3,0
72,4,108,9.53,61.31,94.86762427,2,4,0
35,34,104,9.53,61.31,94.86762427,2,2,1
37,39,11,9.53,61.31,94.86762427,0,1,1
62,21,3,9.53,61.31,94.86762427,0,0,0
69,31,51,9.53,61.31,94.86762427,1,3,0
66,28,25,9.53,61.31,94.86762427,2,4,0
17,10,88,9.53,61.31,94.86762427,0,4,0
25,6,89,9.53,61.31,94.86762427,1,1,0
12,20,71,9.53,61.31,94.86762427,1,0,0
68,4,26,9.53,61.31,94.86762427,1,1,0
74,32,74,9.53,61.31,94.86762427,1,1,0
46,4,29,9.53,61.31,94.86762427,1,3,0
46,13,88,9.53,61.31,94.86762427,3,4,0
3,0,105,9.53,61.31,94.86762427,2,2,0
13,19,60,9.53,61.31,94.86762427,1,4,0
37,13,49,9.53,61.31,94.86762427,3,4,0
85,41,20,9.53,61.31,94.86762427,2,3,0
22,30,1,9.53,61.31,94.86762427,0,2,1
77,8,91,9.53,61.31,94.86762427,1,0,0
75,25,65,9.53,61.31,94.86762427,3,2,0
88,10,102,9.53,61.31,94.86762427,0,0,0
77,27,68,9.53,61.31,94.86762427,3,2,0
13,38,1,9.53,61.31,94.86762427,2,1,1
46,10,63,9.53,61.31,94.86762427,2,2,0
44,39,43,9.53,61.31,94.86762427,0,3,0
72,37,81,9.53,61.31,94.86762427,3,0,0
3,23,109,9.53,61.31,94.86762427,1,4,1
49,44,56,9.53,61.31,94.86762427,1,3,0
29,13,50,9.53,61.31,94.86762427,0,0,0
10,41,105,9.53,61.31,94.86762427,0,0,1
20,23,54,9.53,61.31,94.86762427,0,4,1
68,18,35,9.53,61.31,94.86762427,3,1,0
53,40,102,9.53,61.31,94.86762427,1,3,0
89,45,40,9.53,61.31,94.86762427,1,4,0
69,2,68,9.53,61.31,94.86762427,1,4,0
30,10,70,9.53,61.31,94.86762427,0,1,0
26,30,6,9.53,61.31,94.86762427,1,3,1
1,36,97,9.53,61.31,94.86762427,2,4,1
24,24,101,9.53,61.31,94.86762427,0,1,1
12,13,64,9.53,61.31,94.86762427,1,3,0
60,36,103,9.53,61.31,94.86762427,3,2,0
3,2,22,9.53,61.31,94.86762427,0,0,0
39,38,48,9.53,61.31,94.86762427,2,1,1
56,36,7,9.53,61.31,94.86762427,2,0,0
70,41,44,9.53,61.31,94.86762427,3,2,0
29,17,10,9.53,61.31,94.86762427,3,4,0
74,27,47,9.53,61.31,94.86762427,0,4,0
29,30,82,9.53,61.31,94.86762427,0,3,1
8,30,9,9.53,61.31,94.86762427,2,1,1
50,4,64,9.53,61.31,94.86762427,3,1,0
80,20,4,9.53,61.31,94.86762427,0,3,0
42,16,97,9.53,61.31,94.86762427,2,0,0
11,4,74,9.53,61.31,94.86762427,3,4,0
78,33,27,9.53,61.31,94.86762427,2,4,0
51,35,83,9.53,61.31,94.86762427,1,1,0
29,25,97,9.53,61.31,94.86762427,3,1,1
65,42,6,9.53,61.31,94.86762427,0,3,0
65,44,5,9.53,61.31,94.86762427,0,2,0
87,19,92,9.53,61.31,94.86762427,1,0,0
1,45,44,9.53,61.31,94.86762427,3,2,1
52,23,73,9.53,61.31,94.86762427,2,2,0
79,42,6,9.53,61.31,94.86762427,0,1,0
49,19,9,9.53,61.31,94.86762427,1,1,0
69,6,29,9.53,61.31,94.86762427,1,1,0
31,35,97,9.53,61.31,94.86762427,3,2,1
71,45,82,9.53,61.31,94.86762427,3,0,0
81,17,4,9.53,61.31,94.86762427,0,1,0
66,24,101,9.53,61.31,94.86762427,1,4,0
65,1,9,9.53,61.31,94.86762427,2,0,0
76,18,110,9.53,61.31,94.86762427,1,4,0
41,44,79,9.53,61.31,94.86762427,2,0,0
72,25,60,9.53,61.31,94.86762427,2,1,0
54,8,63,9.53,61.31,94.86762427,0,3,0
57,28,9,9.53,61.31,94.86762427,1,1,0
4,12,39,9.53,61.31,94.86762427,2,2,0
18,2,17,9.53,61.31,94.86762427,3,2,0
52,16,48,9.53,61.31,94.86762427,2,0,0
71,18,64,9.53,61.31,94.86762427,3,2,0
79,26,30,9.53,61.31,94.86762427,3,1,0
29,5,14,9.53,61.31,94.86762427,1,4,0
29,31,9,9.53,61.31,94.86762427,3,1,1
18,0,46,9.53,61.31,94.86762427,2,0,0
81,19,14,9.53,61.31,94.86762427,3,2,0
62,32,40,9.53,61.31,94.86762427,1,4,0
14,0,17,9.53,61.31,94.86762427,0,3,0
38,21,32,9.53,61.31,94.86762427,2,4,1
54,34,51,9.53,61.31,94.86762427,2,4,0
4,3,96,9.53,61.31,94.86762427,1,1,0
